Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,ML_Segment,Cluster
15005.0,6,2,644.0,3,4,4,344,👑 Champions,High Value,2
15015.0,1,1,129.6,4,2,1,421,🆕 New Customers,Low Value,2
15031.0,7,1,250.02,3,2,2,322,🆕 New Customers,Low Value,2
15032.0,5,1,1505.4,3,2,4,324,🆕 New Customers,High Value,2
15039.0,1,2,457.27000000000004,4,4,3,443,👑 Champions,Medium Value,2
15051.0,14,1,580.02,1,2,3,123,😴 Hibernating,Medium Value,3
15057.0,10,1,304.1,2,2,2,222,😴 Hibernating,Low Value,3
15059.0,10,1,280.94,2,2,2,222,😴 Hibernating,Low Value,3
15061.0,0,9,14312.539999999999,4,4,4,444,👑 Champions,High Value,1
15070.0,0,1,324.8,4,2,2,422,🆕 New Customers,Low Value,2
15077.0,6,1,873.48,3,2,4,324,🆕 New Customers,High Value,2
15078.0,0,2,753.6600000000001,4,4,4,444,👑 Champions,High Value,2
15079.0,8,2,738.53,2,4,4,244,⚠️ At Risk,High Value,3
15085.0,6,1,347.54,3,2,3,323,🆕 New Customers,Medium Value,2
15093.0,7,1,249.64,3,2,2,322,🆕 New Customers,Low Value,2
15109.0,11,1,231.2,2,2,2,222,😴 Hibernating,Low Value,3
15115.0,9,1,191.74,2,2,1,221,😴 Hibernating,Low Value,3
15144.0,3,1,370.2,3,2,3,323,🆕 New Customers,Medium Value,2
15157.0,5,1,448.2,3,2,3,323,🆕 New Customers,Medium Value,2
15162.0,7,1,312.9,3,2,2,322,🆕 New Customers,Low Value,2
15169.0,3,1,356.17,3,2,3,323,🆕 New Customers,Medium Value,2
15179.0,13,1,763.35,1,2,4,124,😴 Hibernating,High Value,3
15181.0,7,1,162.72,3,2,1,321,🆕 New Customers,Low Value,2
15184.0,0,1,123.19,4,2,1,421,🆕 New Customers,Low Value,2
15188.0,1,1,310.43,4,2,2,422,🆕 New Customers,Low Value,2
15194.0,4,3,1167.54,3,4,4,344,👑 Champions,High Value,0
15196.0,3,1,152.25,3,2,1,321,🆕 New Customers,Low Value,2
15197.0,4,1,117.96000000000001,3,2,1,321,🆕 New Customers,Low Value,2
15203.0,7,1,255.68,3,2,2,322,🆕 New Customers,Low Value,2
15209.0,6,1,178.98000000000002,3,2,1,321,🆕 New Customers,Low Value,2
15223.0,11,1,230.2,2,2,2,222,😴 Hibernating,Low Value,3
15240.0,10,1,549.77,2,2,3,223,😴 Hibernating,Medium Value,3
15255.0,13,1,260.44,1,2,2,122,😴 Hibernating,Inactive,3
15260.0,9,2,294.85,2,4,2,242,⚠️ At Risk,Low Value,3
15265.0,14,1,294.14,1,2,2,122,😴 Hibernating,Inactive,3
15287.0,14,1,58.2,1,2,1,121,😴 Hibernating,Inactive,3
15291.0,5,3,1037.9,3,4,4,344,👑 Champions,High Value,0
15298.0,7,1,303.45,3,2,2,322,🆕 New Customers,Low Value,2
15302.0,6,1,308.0,3,2,2,322,🆕 New Customers,Low Value,2
15309.0,11,1,273.75,2,2,2,222,😴 Hibernating,Low Value,3
15311.0,0,10,6133.96,4,4,4,444,👑 Champions,High Value,0
15312.0,0,1,321.65000000000003,4,2,2,422,🆕 New Customers,Low Value,2
15326.0,14,1,307.8,1,2,2,122,😴 Hibernating,Inactive,3
15329.0,2,1,318.36,4,2,2,422,🆕 New Customers,Low Value,2
15353.0,14,1,285.59,1,2,2,122,😴 Hibernating,Inactive,3
15358.0,9,1,446.4,2,2,3,223,😴 Hibernating,Medium Value,3
15362.0,15,1,310.75,1,2,2,122,😴 Hibernating,Inactive,3
15367.0,5,1,785.62,3,2,4,324,🆕 New Customers,High Value,2
15369.0,8,1,312.96,2,2,2,222,😴 Hibernating,Low Value,3
15380.0,5,2,441.62,3,4,3,343,📈 Potential Loyalists,Medium Value,2
15382.0,11,1,1523.2,2,2,4,224,😴 Hibernating,High Value,3
15393.0,0,1,187.84,4,2,1,421,🆕 New Customers,Low Value,2
15394.0,0,1,297.4,4,2,2,422,🆕 New Customers,Low Value,2
15403.0,6,1,95.75999999999999,3,2,1,321,🆕 New Customers,Low Value,2
15413.0,0,3,4513.42,4,4,4,444,👑 Champions,High Value,0
15420.0,1,2,229.62,4,4,2,442,⭐ Loyal Customers,Low Value,2
15421.0,8,1,241.05,2,2,2,222,😴 Hibernating,Low Value,3
15441.0,6,1,301.57,3,2,2,322,🆕 New Customers,Low Value,2
15446.0,2,1,123.43,4,2,1,421,🆕 New Customers,Low Value,2
15456.0,7,1,211.41,3,2,2,322,🆕 New Customers,Low Value,2
15465.0,6,1,436.8,3,2,3,323,🆕 New Customers,Medium Value,2
15466.0,13,1,744.21,1,2,4,124,😴 Hibernating,High Value,3
15479.0,9,1,147.4,2,2,1,221,😴 Hibernating,Low Value,3
15482.0,13,2,325.08000000000004,1,4,3,143,⚠️ At Risk,Medium Value,3
15484.0,10,1,689.5,2,2,4,224,😴 Hibernating,High Value,3
15485.0,14,2,901.84,1,4,4,144,⚠️ At Risk,High Value,3
15494.0,5,1,917.76,3,2,4,324,🆕 New Customers,High Value,2
15499.0,0,1,161.6,4,2,1,421,🆕 New Customers,Low Value,2
15503.0,3,1,120.06,3,2,1,321,🆕 New Customers,Low Value,2
15514.0,0,2,1306.49,4,4,4,444,👑 Champions,High Value,2
15523.0,6,3,1173.53,3,4,4,344,👑 Champions,High Value,0
15527.0,0,1,297.86,4,2,2,422,🆕 New Customers,Low Value,2
15534.0,1,1,162.25,4,2,1,421,🆕 New Customers,Low Value,2
15542.0,14,2,540.73,1,4,3,143,⚠️ At Risk,Medium Value,3
15547.0,9,1,671.56,2,2,4,224,😴 Hibernating,High Value,3
15550.0,2,2,386.15,4,4,3,443,👑 Champions,Medium Value,2
15555.0,10,1,950.69,2,2,4,224,😴 Hibernating,High Value,3
15562.0,2,1,360.51000000000005,4,2,3,423,🆕 New Customers,Medium Value,2
15566.0,0,1,138.22,4,2,1,421,🆕 New Customers,Low Value,2
15571.0,10,1,118.25999999999999,2,2,1,221,😴 Hibernating,Low Value,3
15573.0,5,1,278.08,3,2,2,322,🆕 New Customers,Low Value,2
15577.0,2,1,124.9,4,2,1,421,🆕 New Customers,Low Value,2
15581.0,6,7,680.66,3,4,4,344,👑 Champions,High Value,0
15601.0,12,2,901.13,1,4,4,144,⚠️ At Risk,High Value,3
15602.0,14,1,261.3,1,2,2,122,😴 Hibernating,Inactive,3
15615.0,0,3,1236.5,4,4,4,444,👑 Champions,High Value,0
15623.0,5,1,307.2,3,2,2,322,🆕 New Customers,Low Value,2
15628.0,2,1,286.28000000000003,4,2,2,422,🆕 New Customers,Low Value,2
15633.0,7,1,191.89000000000001,3,2,1,321,🆕 New Customers,Low Value,2
15637.0,0,1,288.88,4,2,2,422,🆕 New Customers,Low Value,2
15640.0,1,1,1456.2,4,2,4,424,🆕 New Customers,High Value,2
15641.0,0,2,1089.6100000000001,4,4,4,444,👑 Champions,High Value,2
15642.0,6,1,105.78000000000002,3,2,1,321,🆕 New Customers,Low Value,2
15658.0,13,1,321.65,1,2,2,122,😴 Hibernating,Inactive,3
15662.0,14,1,105.85,1,2,1,121,😴 Hibernating,Inactive,3
15672.0,1,1,45.300000000000004,4,2,1,421,🆕 New Customers,Low Value,2
15674.0,7,1,462.46,3,2,3,323,🆕 New Customers,Medium Value,2
15680.0,14,1,311.5,1,2,2,122,😴 Hibernating,Inactive,3
15684.0,11,1,109.4,2,2,1,221,😴 Hibernating,Low Value,3
15691.0,9,1,161.8,2,2,1,221,😴 Hibernating,Low Value,3
15694.0,8,1,357.87,2,2,3,223,😴 Hibernating,Medium Value,3
15712.0,15,1,255.5,1,2,2,122,😴 Hibernating,Inactive,3
15713.0,0,1,243.86,4,2,2,422,🆕 New Customers,Low Value,2
15716.0,8,1,214.17000000000002,2,2,2,222,😴 Hibernating,Low Value,3
15719.0,6,2,674.17,3,4,4,344,👑 Champions,High Value,2
15738.0,5,1,282.03000000000003,3,2,2,322,🆕 New Customers,Low Value,2
15750.0,14,1,222.12,1,2,2,122,😴 Hibernating,Inactive,3
15751.0,2,4,573.29,4,4,3,443,👑 Champions,Medium Value,0
15755.0,12,1,308.75,1,2,2,122,😴 Hibernating,Inactive,3
15759.0,14,1,125.73,1,2,1,121,😴 Hibernating,Inactive,3
15768.0,0,3,1440.5,4,4,4,444,👑 Champions,High Value,0
15769.0,5,1,1980.0,3,2,4,324,🆕 New Customers,High Value,2
15785.0,0,1,322.92,4,2,2,422,🆕 New Customers,Low Value,2
15793.0,14,1,291.58000000000004,1,2,2,122,😴 Hibernating,Inactive,3
15794.0,12,2,777.0,1,4,4,144,⚠️ At Risk,High Value,3
15805.0,5,1,658.5,3,2,4,324,🆕 New Customers,High Value,2
15808.0,0,2,1918.0700000000002,4,4,4,444,👑 Champions,High Value,2
15812.0,0,1,290.72,4,2,2,422,🆕 New Customers,Low Value,2
15822.0,9,1,474.32,2,2,3,223,😴 Hibernating,Medium Value,3
15823.0,5,2,3867.17,3,4,4,344,👑 Champions,High Value,0
15833.0,14,1,80.4,1,2,1,121,😴 Hibernating,Inactive,3
15838.0,1,1,495.0,4,2,3,423,🆕 New Customers,Medium Value,2
15841.0,6,1,289.92,3,2,2,322,🆕 New Customers,Low Value,2
15850.0,2,1,106.65,4,2,1,421,🆕 New Customers,Low Value,2
15854.0,6,1,592.2,3,2,3,323,🆕 New Customers,Medium Value,2
15856.0,4,2,2009.47,3,4,4,344,👑 Champions,High Value,2
15858.0,6,1,248.49,3,2,2,322,🆕 New Customers,Low Value,2
15860.0,3,2,295.6,3,4,2,342,📈 Potential Loyalists,Low Value,2
15867.0,1,1,626.0,4,2,4,424,🆕 New Customers,High Value,2
15878.0,10,1,212.13,2,2,2,222,😴 Hibernating,Low Value,3
15882.0,5,1,181.63,3,2,1,321,🆕 New Customers,Low Value,2
15884.0,12,1,241.8,1,2,2,122,😴 Hibernating,Inactive,3
15889.0,6,1,288.49,3,2,2,322,🆕 New Customers,Low Value,2
15898.0,4,1,406.12,3,2,3,323,🆕 New Customers,Medium Value,2
15911.0,6,1,267.26,3,2,2,322,🆕 New Customers,Low Value,2
15912.0,5,3,435.79,3,4,3,343,📈 Potential Loyalists,Medium Value,0
15916.0,5,1,404.82,3,2,3,323,🆕 New Customers,Medium Value,2
15917.0,13,2,106.67,1,4,1,141,⚠️ At Risk,Inactive,3
15920.0,1,2,121.59,4,4,1,441,⭐ Loyal Customers,Low Value,2
15924.0,7,1,102.82,3,2,1,321,🆕 New Customers,Low Value,2
15944.0,2,1,588.4,4,2,3,423,🆕 New Customers,Medium Value,2
15945.0,14,1,124.83000000000001,1,2,1,121,😴 Hibernating,Inactive,3
15953.0,12,1,372.2,1,2,3,123,😴 Hibernating,Medium Value,3
15956.0,3,1,326.4,3,2,3,323,🆕 New Customers,Medium Value,2
15965.0,13,1,169.5,1,2,1,121,😴 Hibernating,Inactive,3
15967.0,14,1,156.71,1,2,1,121,😴 Hibernating,Inactive,3
15971.0,0,2,446.28,4,4,3,443,👑 Champions,Medium Value,2
15983.0,3,3,1199.59,3,4,4,344,👑 Champions,High Value,0
15984.0,4,2,958.18,3,4,4,344,👑 Champions,High Value,2
15989.0,13,1,143.11,1,2,1,121,😴 Hibernating,Inactive,3
15998.0,5,2,1063.24,3,4,4,344,👑 Champions,High Value,2
15999.0,11,1,20.4,2,2,1,221,😴 Hibernating,Low Value,3
16003.0,12,1,387.87,1,2,3,123,😴 Hibernating,Medium Value,3
16011.0,5,2,363.2,3,4,3,343,📈 Potential Loyalists,Medium Value,2
16013.0,8,2,1241.0,2,4,4,244,⚠️ At Risk,High Value,3
16018.0,8,1,195.78,2,2,1,221,😴 Hibernating,Low Value,3
16019.0,1,1,850.8299999999999,4,2,4,424,🆕 New Customers,High Value,2
16029.0,5,4,5076.84,3,4,4,344,👑 Champions,High Value,0
16064.0,1,1,111.0,4,2,1,421,🆕 New Customers,Low Value,2
16086.0,13,1,284.55,1,2,2,122,😴 Hibernating,Inactive,3
16098.0,1,1,154.69,4,2,1,421,🆕 New Customers,Low Value,2
16104.0,3,3,1174.89,3,4,4,344,👑 Champions,High Value,0
16119.0,0,1,183.4,4,2,1,421,🆕 New Customers,Low Value,2
16124.0,9,1,463.0,2,2,3,223,😴 Hibernating,Medium Value,3
16125.0,1,1,689.71,4,2,4,424,🆕 New Customers,High Value,2
16126.0,13,1,174.1,1,2,1,121,😴 Hibernating,Inactive,3
16127.0,3,1,145.06,3,2,1,321,🆕 New Customers,Low Value,2
16131.0,14,1,1317.97,1,2,4,124,😴 Hibernating,High Value,3
16139.0,12,1,355.59000000000003,1,2,3,123,😴 Hibernating,Medium Value,3
16143.0,6,1,300.35,3,2,2,322,🆕 New Customers,Low Value,2
16156.0,5,2,402.1,3,4,3,343,📈 Potential Loyalists,Medium Value,2
16158.0,1,2,204.52,4,4,2,442,⭐ Loyal Customers,Low Value,2
16159.0,13,1,317.55,1,2,2,122,😴 Hibernating,Inactive,3
16163.0,7,2,838.28,3,4,4,344,👑 Champions,High Value,2
16167.0,15,1,485.79,1,2,3,123,😴 Hibernating,Medium Value,3
16168.0,6,2,369.0,3,4,3,343,📈 Potential Loyalists,Medium Value,2
16186.0,6,1,389.34000000000003,3,2,3,323,🆕 New Customers,Medium Value,2
16190.0,2,1,196.92000000000002,4,2,1,421,🆕 New Customers,Low Value,2
16191.0,5,1,348.6,3,2,3,323,🆕 New Customers,Medium Value,2
16192.0,12,1,351.3,1,2,3,123,😴 Hibernating,Medium Value,3
16197.0,0,1,117.30000000000001,4,2,1,421,🆕 New Customers,Low Value,2
16200.0,13,2,1043.81,1,4,4,144,⚠️ At Risk,High Value,3
16202.0,1,2,592.17,4,4,3,443,👑 Champions,Medium Value,2
16204.0,7,1,213.27,3,2,2,322,🆕 New Customers,Low Value,2
16210.0,1,4,1428.7,4,4,4,444,👑 Champions,High Value,0
16233.0,13,1,294.3,1,2,2,122,😴 Hibernating,Inactive,3
16253.0,7,1,379.13,3,2,3,323,🆕 New Customers,Medium Value,2
16277.0,10,1,188.69,2,2,1,221,😴 Hibernating,Low Value,3
16280.0,1,1,238.05,4,2,2,422,🆕 New Customers,Low Value,2
16293.0,5,1,325.64,3,2,3,323,🆕 New Customers,Medium Value,2
16301.0,13,1,107.33,1,2,1,121,😴 Hibernating,Inactive,3
16308.0,0,1,960.0,4,2,4,424,🆕 New Customers,High Value,2
16321.0,15,1,196.10000000000002,1,2,1,121,😴 Hibernating,Inactive,3
16325.0,2,2,345.54,4,4,3,443,👑 Champions,Medium Value,2
16327.0,1,1,698.61,4,2,4,424,🆕 New Customers,High Value,2
16329.0,15,1,282.46000000000004,1,2,2,122,😴 Hibernating,Inactive,3
16335.0,3,2,800.84,3,4,4,344,👑 Champions,High Value,2
16351.0,11,1,216.6,2,2,2,222,😴 Hibernating,Low Value,3
16353.0,0,3,717.9,4,4,4,444,👑 Champions,High Value,0
16365.0,4,1,198.76999999999998,3,2,1,321,🆕 New Customers,Low Value,2
16366.0,0,1,243.65,4,2,2,422,🆕 New Customers,Low Value,2
16393.0,15,1,367.40999999999997,1,2,3,123,😴 Hibernating,Medium Value,3
16395.0,6,2,244.66,3,4,2,342,📈 Potential Loyalists,Low Value,2
16400.0,7,1,564.38,3,2,3,323,🆕 New Customers,Medium Value,2
16409.0,2,1,526.46,4,2,3,423,🆕 New Customers,Medium Value,2
16410.0,10,1,130.32,2,2,1,221,😴 Hibernating,Low Value,3
16436.0,8,2,192.45,2,4,1,241,⚠️ At Risk,Low Value,3
16442.0,3,1,155.06,3,2,1,321,🆕 New Customers,Low Value,2
16451.0,11,1,307.65000000000003,2,2,2,222,😴 Hibernating,Low Value,3
16459.0,5,1,71.78999999999999,3,3,1,331,📈 Potential Loyalists,Low Value,2
16467.0,14,1,131.12,1,3,1,131,⚠️ At Risk,Inactive,3
16470.0,5,1,199.68,3,3,1,331,📈 Potential Loyalists,Low Value,2
16485.0,10,1,619.24,2,3,3,233,⚠️ At Risk,Medium Value,3
16497.0,12,1,294.85,1,3,2,132,⚠️ At Risk,Inactive,3
16525.0,6,3,1220.4,3,4,4,344,👑 Champions,High Value,0
16541.0,11,1,424.03,2,3,3,233,⚠️ At Risk,Medium Value,3
16550.0,1,2,1070.07,4,4,4,444,👑 Champions,High Value,2
16551.0,2,1,292.98,4,3,2,432,⭐ Loyal Customers,Low Value,2
16554.0,1,1,415.49,4,3,3,433,⭐ Loyal Customers,Medium Value,2
16556.0,9,1,187.19,2,3,1,231,⚠️ At Risk,Low Value,3
16558.0,12,1,297.05,1,3,2,132,⚠️ At Risk,Inactive,3
16560.0,8,1,487.09000000000003,2,3,3,233,⚠️ At Risk,Medium Value,3
16563.0,14,1,538.46,1,3,3,133,⚠️ At Risk,Medium Value,3
16593.0,11,1,79.6,2,3,1,231,⚠️ At Risk,Low Value,3
16596.0,5,1,95.55,3,3,1,331,📈 Potential Loyalists,Low Value,2
16605.0,0,1,60.48,4,3,1,431,⭐ Loyal Customers,Low Value,2
16612.0,12,1,510.87,1,3,3,133,⚠️ At Risk,Medium Value,3
16620.0,14,1,822.37,1,3,4,134,⚠️ At Risk,High Value,3
16645.0,12,1,160.39,1,3,1,131,⚠️ At Risk,Inactive,3
16656.0,11,1,373.74,2,3,3,233,⚠️ At Risk,Medium Value,3
16663.0,5,1,165.0,3,3,1,331,📈 Potential Loyalists,Low Value,2
16670.0,5,1,683.91,3,3,4,334,📈 Potential Loyalists,High Value,2
16684.0,0,3,2886.32,4,4,4,444,👑 Champions,High Value,0
16686.0,9,2,167.14,2,4,1,241,⚠️ At Risk,Low Value,3
16699.0,11,1,137.4,2,3,1,231,⚠️ At Risk,Low Value,3
16700.0,14,2,418.7,1,4,3,143,⚠️ At Risk,Medium Value,3
16701.0,14,1,378.12,1,3,3,133,⚠️ At Risk,Medium Value,3
16702.0,8,1,221.52,2,3,2,232,⚠️ At Risk,Low Value,3
16705.0,6,1,3249.32,3,3,4,334,📈 Potential Loyalists,High Value,2
16709.0,6,1,1273.5,3,3,4,334,📈 Potential Loyalists,High Value,2
16710.0,3,3,1038.64,3,4,4,344,👑 Champions,High Value,0
16711.0,1,2,665.64,4,4,4,444,👑 Champions,High Value,2
16713.0,0,2,564.92,4,4,3,443,👑 Champions,Medium Value,2
16717.0,8,1,386.39,2,3,3,233,⚠️ At Risk,Medium Value,3
16718.0,9,1,647.82,2,3,4,234,⚠️ At Risk,High Value,3
16719.0,3,1,344.65,3,3,3,333,📈 Potential Loyalists,Medium Value,2
16722.0,12,1,339.78,1,3,3,133,⚠️ At Risk,Medium Value,3
16723.0,11,1,460.55,2,3,3,233,⚠️ At Risk,Medium Value,3
16725.0,2,1,213.88,4,3,2,432,⭐ Loyal Customers,Low Value,2
16732.0,7,1,792.84,3,3,4,334,📈 Potential Loyalists,High Value,2
16735.0,8,1,338.34000000000003,2,3,3,233,⚠️ At Risk,Medium Value,3
16736.0,0,3,1671.13,4,4,4,444,👑 Champions,High Value,0
16746.0,6,2,710.62,3,4,4,344,👑 Champions,High Value,2
16748.0,6,1,97.5,3,3,1,331,📈 Potential Loyalists,Low Value,2
16749.0,0,1,2343.72,4,3,4,434,👑 Champions,High Value,2
16755.0,6,1,212.58,3,3,2,332,📈 Potential Loyalists,Low Value,2
16763.0,14,1,352.85,1,3,3,133,⚠️ At Risk,Medium Value,3
16768.0,9,1,224.98,2,3,2,232,⚠️ At Risk,Low Value,3
16769.0,2,2,394.46000000000004,4,4,3,443,👑 Champions,Medium Value,2
16771.0,7,1,203.3,3,3,2,332,📈 Potential Loyalists,Low Value,2
16773.0,9,1,137.75,2,3,1,231,⚠️ At Risk,Low Value,3
16779.0,5,4,4078.82,3,4,4,344,👑 Champions,High Value,0
16782.0,7,1,185.9,3,3,1,331,📈 Potential Loyalists,Low Value,2
16791.0,12,1,319.87,1,3,2,132,⚠️ At Risk,Inactive,3
16797.0,13,1,176.88,1,3,1,131,⚠️ At Risk,Inactive,3
16798.0,5,1,208.9,3,3,2,332,📈 Potential Loyalists,Low Value,2
16802.0,6,1,259.11,3,3,2,332,📈 Potential Loyalists,Low Value,2
16805.0,1,2,289.0,4,4,2,442,⭐ Loyal Customers,Low Value,2
16823.0,14,1,189.29999999999998,1,3,1,131,⚠️ At Risk,Inactive,3
16830.0,3,1,300.42,3,3,2,332,📈 Potential Loyalists,Low Value,2
16843.0,6,1,730.59,3,3,4,334,📈 Potential Loyalists,High Value,2
16858.0,1,1,297.86,4,3,2,432,⭐ Loyal Customers,Low Value,2
16883.0,12,1,108.95,1,3,1,131,⚠️ At Risk,Inactive,3
16887.0,14,1,219.82,1,3,2,132,⚠️ At Risk,Inactive,3
16891.0,11,1,317.83,2,3,2,232,⚠️ At Risk,Low Value,3
16892.0,7,1,97.55,3,3,1,331,📈 Potential Loyalists,Low Value,2
16901.0,5,1,204.26,3,3,2,332,📈 Potential Loyalists,Low Value,2
16905.0,5,1,230.0,3,3,2,332,📈 Potential Loyalists,Low Value,2
16912.0,6,1,383.8,3,3,3,333,📈 Potential Loyalists,Medium Value,2
16918.0,13,1,221.69,1,3,2,132,⚠️ At Risk,Inactive,3
16933.0,6,1,580.79,3,3,3,333,📈 Potential Loyalists,Medium Value,2
16940.0,7,1,656.85,3,3,4,334,📈 Potential Loyalists,High Value,2
16945.0,7,1,307.95,3,3,2,332,📈 Potential Loyalists,Low Value,2
16952.0,4,1,252.04,3,3,2,332,📈 Potential Loyalists,Low Value,2
16964.0,9,2,207.85,2,4,2,242,⚠️ At Risk,Low Value,3
16985.0,1,2,961.55,4,4,4,444,👑 Champions,High Value,2
16987.0,13,1,157.91,1,3,1,131,⚠️ At Risk,Inactive,3
17012.0,1,1,384.16,4,3,3,433,⭐ Loyal Customers,Medium Value,2
17017.0,12,1,277.5,1,3,2,132,⚠️ At Risk,Inactive,3
17018.0,11,1,351.6,2,3,3,233,⚠️ At Risk,Medium Value,3
17019.0,14,1,216.86,1,3,2,132,⚠️ At Risk,Inactive,3
17027.0,6,1,139.85000000000002,3,3,1,331,📈 Potential Loyalists,Low Value,2
17032.0,5,1,844.45,3,3,4,334,📈 Potential Loyalists,High Value,2
17035.0,13,1,54.599999999999994,1,3,1,131,⚠️ At Risk,Inactive,3
17043.0,6,1,380.36,3,3,3,333,📈 Potential Loyalists,Medium Value,2
17044.0,9,1,990.48,2,3,4,234,⚠️ At Risk,High Value,3
17047.0,8,1,322.65,2,3,2,232,⚠️ At Risk,Low Value,3
17056.0,14,1,128.60000000000002,1,3,1,131,⚠️ At Risk,Inactive,3
17063.0,14,1,278.61,1,3,2,132,⚠️ At Risk,Inactive,3
17066.0,2,1,228.34,4,3,2,432,⭐ Loyal Customers,Low Value,2
17067.0,1,3,454.54,4,4,3,443,👑 Champions,Medium Value,0
17069.0,13,1,500.55,1,3,3,133,⚠️ At Risk,Medium Value,3
17075.0,2,1,187.70000000000002,4,3,1,431,⭐ Loyal Customers,Low Value,2
17076.0,12,1,67.67999999999999,1,3,1,131,⚠️ At Risk,Inactive,3
17082.0,1,2,908.2,4,4,4,444,👑 Champions,High Value,2
17085.0,3,2,310.3,3,4,2,342,📈 Potential Loyalists,Low Value,2
17087.0,14,1,221.53,1,3,2,132,⚠️ At Risk,Inactive,3
17095.0,0,1,301.9,4,3,2,432,⭐ Loyal Customers,Low Value,2
17115.0,11,1,434.15,2,3,3,233,⚠️ At Risk,Medium Value,3
17127.0,11,1,137.95,2,3,1,231,⚠️ At Risk,Low Value,3
17150.0,10,1,139.25,2,3,1,231,⚠️ At Risk,Low Value,3
17151.0,11,1,231.90000000000003,2,3,2,232,⚠️ At Risk,Low Value,3
17155.0,7,2,272.36,3,4,2,342,📈 Potential Loyalists,Low Value,2
17157.0,2,4,1360.02,4,4,4,444,👑 Champions,High Value,0
17160.0,12,1,825.94,1,3,4,134,⚠️ At Risk,High Value,3
17165.0,5,1,375.66,3,3,3,333,📈 Potential Loyalists,Medium Value,2
17172.0,3,1,336.82,3,3,3,333,📈 Potential Loyalists,Medium Value,2
17178.0,7,1,436.71,3,3,3,333,📈 Potential Loyalists,Medium Value,2
17184.0,6,1,50.55,3,3,1,331,📈 Potential Loyalists,Low Value,2
17188.0,7,1,328.02000000000004,3,3,3,333,📈 Potential Loyalists,Medium Value,2
17189.0,0,2,444.67,4,4,3,443,👑 Champions,Medium Value,2
17191.0,14,1,261.74,1,3,2,132,⚠️ At Risk,Inactive,3
17193.0,14,1,45.0,1,3,1,131,⚠️ At Risk,Inactive,3
17209.0,5,2,373.20000000000005,3,4,3,343,📈 Potential Loyalists,Medium Value,2
17211.0,2,1,386.73,4,3,3,433,⭐ Loyal Customers,Medium Value,2
17213.0,1,1,304.7,4,3,2,432,⭐ Loyal Customers,Low Value,2
17230.0,5,2,1946.1,3,4,4,344,👑 Champions,High Value,2
17231.0,8,1,285.35,2,3,2,232,⚠️ At Risk,Low Value,3
17233.0,1,1,179.36,4,3,1,431,⭐ Loyal Customers,Low Value,2
17238.0,5,3,559.9,3,4,3,343,📈 Potential Loyalists,Medium Value,0
17243.0,3,6,2742.36,3,4,4,344,👑 Champions,High Value,0
17244.0,10,1,260.65,2,3,2,232,⚠️ At Risk,Low Value,3
17246.0,14,1,23.48,1,3,1,131,⚠️ At Risk,Inactive,3
17251.0,1,1,306.40000000000003,4,3,2,432,⭐ Loyal Customers,Low Value,2
17262.0,1,1,169.5,4,3,1,431,⭐ Loyal Customers,Low Value,2
17268.0,8,1,155.7,2,3,1,231,⚠️ At Risk,Low Value,3
17270.0,8,1,389.62,2,3,3,233,⚠️ At Risk,Medium Value,3
17271.0,12,1,210.39,1,3,2,132,⚠️ At Risk,Inactive,3
17287.0,2,4,484.11,4,4,3,443,👑 Champions,Medium Value,0
17290.0,2,1,56.45,4,3,1,431,⭐ Loyal Customers,Low Value,2
17293.0,4,2,405.04,3,4,3,343,📈 Potential Loyalists,Medium Value,2
17296.0,6,1,338.13,3,3,3,333,📈 Potential Loyalists,Medium Value,2
17314.0,13,1,154.2,1,3,1,131,⚠️ At Risk,Inactive,3
17318.0,1,1,164.28,4,3,1,431,⭐ Loyal Customers,Low Value,2
17322.0,13,1,114.55,1,3,1,131,⚠️ At Risk,Inactive,3
17329.0,7,3,481.32,3,4,3,343,📈 Potential Loyalists,Medium Value,0
17343.0,12,1,197.3,1,3,1,131,⚠️ At Risk,Inactive,3
17344.0,4,1,307.54,3,3,2,332,📈 Potential Loyalists,Low Value,2
17345.0,14,1,329.90999999999997,1,3,3,133,⚠️ At Risk,Medium Value,3
17351.0,5,1,133.75,3,3,1,331,📈 Potential Loyalists,Low Value,2
17364.0,1,2,1150.78,4,4,4,444,👑 Champions,High Value,2
17368.0,0,1,205.32,4,3,2,432,⭐ Loyal Customers,Low Value,2
17371.0,7,2,154.29,3,4,1,341,📈 Potential Loyalists,Low Value,2
17372.0,12,1,151.65,1,3,1,131,⚠️ At Risk,Inactive,3
17377.0,5,4,1552.91,3,4,4,344,👑 Champions,High Value,0
17388.0,6,1,228.96,3,3,2,332,📈 Potential Loyalists,Low Value,2
17389.0,12,1,908.0400000000001,1,3,4,134,⚠️ At Risk,High Value,3
17406.0,9,1,406.70000000000005,2,3,3,233,⚠️ At Risk,Medium Value,3
17409.0,5,1,899.64,3,3,4,334,📈 Potential Loyalists,High Value,2
17411.0,13,1,344.40000000000003,1,3,3,133,⚠️ At Risk,Medium Value,3
17412.0,5,2,773.02,3,4,4,344,👑 Champions,High Value,2
17414.0,12,1,239.68,1,3,2,132,⚠️ At Risk,Inactive,3
17416.0,1,1,659.4,4,3,4,434,👑 Champions,High Value,2
17421.0,11,1,130.8,2,3,1,231,⚠️ At Risk,Low Value,3
17428.0,7,3,2300.2400000000002,3,4,4,344,👑 Champions,High Value,0
